state,district,year,quarter,transaction_count,transaction_amount,log_transaction_amount
Mizoram,kolasib district,2021,2,23910,66068598.117042184,18.006204140769963
Mizoram,champhai district,2021,2,15913,52313277.17825453,17.772760781673306
Mizoram,saiha district,2021,2,10633,41046228.48202239,17.530209537805398
Mizoram,serchhip district,2021,3,19902,54838260.2224697,17.81989870578209
Mizoram,aizawl district,2021,3,276340,865537331.9432542,20.57886106618898
Mizoram,lunglei district,2021,3,55054,157303231.44253838,18.87368591735671
Mizoram,mamit district,2021,3,22878,65856355.67206964,18.002986514100055
Mizoram,lawngtlai district,2021,3,44431,130625157.50867543,18.687842394146156
Mizoram,kolasib district,2021,3,30064,84157970.6374866,18.24820620539763
Mizoram,champhai district,2021,3,18678,71974971.0552853,18.09182900620659
Mizoram,saiha district,2021,3,11182,43455371.73017335,17.587245055199798
Mizoram,serchhip district,2021,4,21092,58127189.330209725,17.878144104262187
Mizoram,aizawl district,2021,4,317555,1021257676.3595349,20.744300721720546
Mizoram,lunglei district,2021,4,62996,193267816.72749364,19.07958744158261
Mizoram,mamit district,2021,4,28553,76910208.12744261,18.158149184148545
Mizoram,lawngtlai district,2021,4,47572,152734951.83765793,18.844214642735935
Mizoram,kolasib district,2021,4,37950,113743718.86428112,18.549458404286863
Mizoram,champhai district,2021,4,25625,100501231.3416473,18.425680547494167
Mizoram,saiha district,2021,4,11986,54122948.934775494,17.80676886707584
Mizoram,serchhip district,2022,1,25542,73577504.13530782,18.11384990023414
Mizoram,aizawl district,2022,1,341192,1081700361.9959884,20.801800050179633
Mizoram,lunglei district,2022,1,70118,225762310.6230601,19.234993285310562
Mizoram,mamit district,2022,1,31141,85615813.92389987,18.265380577830967
Mizoram,lawngtlai district,2022,1,52546,177710904.92789966,18.99566866393664
Mizoram,kolasib district,2022,1,41730,131565353.72167373,18.69501428020261
Mizoram,champhai district,2022,1,28284,104778862.41112824,18.467362624501742
Mizoram,saiha district,2022,1,14364,64447851.87228675,17.98136697216748
Mizoram,serchhip district,2022,2,24248,72294618.64313027,18.096260267252436
Mizoram,aizawl district,2022,2,364786,1137178791.3961444,20.85181628860147
Mizoram,lunglei district,2022,2,71974,216551898.04095763,19.19334079511293
Mizoram,mamit district,2022,2,35643,98025373.52449822,18.400736926839254
Mizoram,lawngtlai district,2022,2,55575,178078191.45037478,18.997733295228713
Mizoram,kolasib district,2022,2,44824,125315221.5086985,18.64634290098436
Mizoram,champhai district,2022,2,30607,103805199.37272805,18.458026627371044
Mizoram,saiha district,2022,2,16320,71937273.17240411,18.091305105222045
Mizoram,serchhip district,2022,3,23168,65622336.99787671,17.99942671421145
Mizoram,aizawl district,2022,3,383546,1129120156.9892113,20.844704545139212
Mizoram,lunglei district,2022,3,81428,231838246.93491793,19.261550479291554
Mizoram,mamit district,2022,3,32604,88879142.37748808,18.302788065282147
Mizoram,lawngtlai district,2022,3,52771,160991694.95874986,18.89686334372259
Mizoram,kolasib district,2022,3,44830,121251949.18563816,18.613381171657785
Mizoram,champhai district,2022,3,25701,86209300.03437018,18.27228863044381
Mizoram,saiha district,2022,3,14990,62352784.58970161,17.948318905751556
Mizoram,serchhip district,2022,4,25172,71431982.54694104,18.084256275847395
Mizoram,aizawl district,2022,4,360350,1054341698.8459929,20.776182427928525
Mizoram,lunglei district,2022,4,99571,275164384.7691406,19.432879243472897
Mizoram,mamit district,2022,4,39889,111490213.09424148,18.529447379041862
Mizoram,lawngtlai district,2022,4,60120,176322495.4134693,18.987825242253443
Mizoram,kolasib district,2022,4,55854,157046232.3046887,18.87205079960966
Mizoram,champhai district,2022,4,33252,110073440.44820769,18.516658350507058
Mizoram,saiha district,2022,4,19566,82040637.84033793,18.22272527807546
Mizoram,serchhip district,2023,1,47296,123979875.0,18.635629820076232
Mizoram,aizawl district,2023,1,504609,1341466173.0,21.017029012454277
Mizoram,lunglei district,2023,1,133494,370554828.0,19.730511978256217
Mizoram,mamit district,2023,1,70712,203623313.0,19.13178234492587
Mizoram,lawngtlai district,2023,1,100980,302696707.0,19.528241898478562
Mizoram,kolasib district,2023,1,101803,285504599.0,19.469768699014605
Mizoram,champhai district,2023,1,60149,197355098.0,19.10051519708417
Mizoram,saiha district,2023,1,33552,130442146.0,18.68644036842488
Mizoram,serchhip district,2023,2,59329,133368970.0,18.708630063190544
Mizoram,aizawl district,2023,2,591532,1487286801.0,21.120219358725297
Mizoram,lunglei district,2023,2,143000,370416278.0,19.73013800955455
Mizoram,mamit district,2023,2,78957,210372609.0,19.16439084974523
Mizoram,lawngtlai district,2023,2,118358,363557404.0,19.711447765440443
Mizoram,kolasib district,2023,2,115550,294504301.0,19.50080416875907
Mizoram,champhai district,2023,2,62301,181668968.0,19.017696737273596
Mizoram,saiha district,2023,2,39903,150631245.0,18.83034532856937
Mizoram,serchhip district,2023,3,58254,132491025.0,18.702025472795
Mizoram,aizawl district,2023,3,685462,1543440692.0,21.157279977455936
Mizoram,lunglei district,2023,3,141180,351803351.0,19.67858291836333
Mizoram,mamit district,2023,3,79763,178963303.0,19.00269133720192
Mizoram,lawngtlai district,2023,3,113307,317228377.0,19.575132507783827
Mizoram,kolasib district,2023,3,134018,295784977.0,19.505143322637682
Mizoram,champhai district,2023,3,56753,156896799.0,18.87109882233913
Mizoram,saiha district,2023,3,41676,129521711.0,18.679359085282123
Mizoram,serchhip district,2023,4,60241,146216988.0,18.80060230235918
Mizoram,aizawl district,2023,4,780542,1736939028.0,21.27539022226519
Mizoram,lunglei district,2023,4,163967,404021870.0,19.81697957059873
Mizoram,mamit district,2023,4,94566,221318131.0,19.215111735691078
Mizoram,lawngtlai district,2023,4,129497,341405743.0,19.648582193021976
Mizoram,kolasib district,2023,4,155636,366968476.0,19.720786508596795
Mizoram,champhai district,2023,4,67268,171711322.0,18.961325270111505
Mizoram,saiha district,2023,4,49011,152258725.0,18.841091776540818
Mizoram,serchhip district,2024,1,65889,147392179.0,18.808607483394923
Mizoram,aizawl district,2024,1,818787,1679426368.0,21.24171812503146
Mizoram,lunglei district,2024,1,183807,430369269.0,19.880154165563955
Mizoram,mamit district,2024,1,103195,242076766.0,19.30476545282591
Mizoram,lawngtlai district,2024,1,148817,367265052.0,19.72159436060576
Mizoram,kolasib district,2024,1,183165,428839081.0,19.876592306291503
Mizoram,champhai district,2024,1,74670,180323530.0,19.0102631899185
Mizoram,saiha district,2024,1,48686,154404485.0,18.855086249537024
Mizoram,serchhip district,2024,2,67373,137181022.0,18.736811947362945
Mizoram,aizawl district,2024,2,1014689,1856999075.0,21.34222762174012
Mizoram,lunglei district,2024,2,221646,445648162.0,19.915040326463618
Mizoram,mamit district,2024,2,108197,195830750.0,19.09276132884456
Mizoram,lawngtlai district,2024,2,213651,431942044.0,19.883801982116193
Mizoram,kolasib district,2024,2,210091,400830889.0,19.80905017562341
Mizoram,champhai district,2024,2,85226,182655384.0,19.02311179338799
Mizoram,saiha district,2024,2,56206,147390314.0,18.808594829997713
Mizoram,hnahthial district,2024,3,21999,33189532.0,17.317745113094002
Mizoram,serchhip district,2024,3,85602,143621208.0,18.78268989865864
Mizoram,aizawl district,2024,3,1204518,1927570811.0,21.379526400470134
Mizoram,siaha district,2024,3,75742,158270494.0,18.879816120871393
Mizoram,lunglei district,2024,3,232227,432958984.0,19.886153558616527
Mizoram,mamit district,2024,3,117538,194939256.0,19.088198565436915
Mizoram,lawngtlai district,2024,3,244230,393119376.0,19.789623881978052
Mizoram,kolasib district,2024,3,246652,398192908.0,19.80244714180146
Mizoram,saitual district,2024,3,59996,98333373.0,18.40387403919522
Mizoram,champhai district,2024,3,52619,116424147.0,18.57275052879005
Mizoram,khawzawl district,2024,3,19083,27268142.0,17.121229655693398
Mizoram,hnahthial district,2024,4,27605,41064034.0,17.530643235549988
Mizoram,serchhip district,2024,4,95108,166070593.0,18.9279235209815
Mizoram,aizawl district,2024,4,1350823,2141964144.0,21.484989069802925
Mizoram,siaha district,2024,4,105027,191223101.0,19.06895137764249
Mizoram,lunglei district,2024,4,263302,473202756.0,19.975034516340628
Mizoram,mamit district,2024,4,158152,275655302.0,19.434661740979255
Mizoram,lawngtlai district,2024,4,276664,437705884.0,19.897057747352893
Mizoram,kolasib district,2024,4,282243,468475911.0,19.964995243166197
Mizoram,saitual district,2024,4,60594,106773409.0,18.48621948345473
Mizoram,champhai district,2024,4,59405,126311186.0,18.654259158220054
Mizoram,khawzawl district,2024,4,23520,32716602.0,17.303393244015723
Nagaland,mon district,2018,1,1851,2962723.1216541342,14.901619714443022
Nagaland,phek district,2018,1,1397,1347986.0495203384,14.114122963227482
Nagaland,longleng district,2018,1,605,547262.5934366982,13.212685854613751
Nagaland,mokokchung district,2018,1,3428,5653655.116717219,15.547812994147433
Nagaland,kiphire district,2018,1,255,558831.611179116,13.23360526396618
Nagaland,kohima district,2018,1,11070,20744033.408631545,16.847769264926196
Nagaland,tuensang district,2018,1,1861,2939509.973736079,14.893753790015667
Nagaland,peren district,2018,1,587,1228042.9089448638,14.020933143519736
Nagaland,dimapur district,2018,1,18449,38330087.582417,17.461745748400688
Nagaland,zunheboto district,2018,1,1700,1750900.6459182375,14.375641439455224
Nagaland,wokha district,2018,1,1642,1942858.0739698592,14.479671195605547
Nagaland,mon district,2018,2,2652,5592193.661835907,15.536882373061703
Nagaland,phek district,2018,2,2058,3265939.4166390533,14.999058308818592
Nagaland,longleng district,2018,2,526,606015.5837374015,13.314662630580315
Nagaland,mokokchung district,2018,2,4472,6880664.952623585,15.744226000664625
Nagaland,kiphire district,2018,2,497,1392292.112173449,14.146462666800064
Nagaland,kohima district,2018,2,14759,41958069.334260106,17.552181352214195
Nagaland,tuensang district,2018,2,2914,5272196.387110953,15.477957795114385
Nagaland,peren district,2018,2,1151,3132544.259220087,14.957356413922554
Nagaland,dimapur district,2018,2,31758,78472133.75014433,18.17825414839966
Nagaland,zunheboto district,2018,2,1961,3800720.2210925473,15.15070140171217
Nagaland,wokha district,2018,2,2851,2952808.201464099,14.89826754687571
Nagaland,mon district,2018,3,4368,10680645.611665618,16.183943933827045
Nagaland,phek district,2018,3,2951,4193127.0654867776,15.248957568373525
Nagaland,longleng district,2018,3,529,941537.1576544917,13.755270154834284
Nagaland,mokokchung district,2018,3,7245,14438372.118668642,16.485400020169642
Nagaland,kiphire district,2018,3,1527,1911400.518954896,14.463347310495754
Nagaland,kohima district,2018,3,20678,62621606.402096175,17.95262094268186
Nagaland,tuensang district,2018,3,4657,8672814.868232306,15.975704078982593
Nagaland,peren district,2018,3,1349,3565504.3902161866,15.086816366219423
Nagaland,dimapur district,2018,3,44383,122676685.88107637,18.625062890659446
Nagaland,zunheboto district,2018,3,3370,6042931.988762021,15.614400046214202
Nagaland,wokha district,2018,3,3314,6048116.93383928,15.615257696294128
Nagaland,mon district,2018,4,7966,25315124.34343365,17.04691261472422
Nagaland,phek district,2018,4,3615,6547794.25416629,15.694638948530764
Nagaland,longleng district,2018,4,907,1946732.363531557,14.481663327637497
Nagaland,mokokchung district,2018,4,10673,21026422.570598673,16.861290470001975
Nagaland,kiphire district,2018,4,2008,3577703.4535531667,15.090231938619912
Nagaland,kohima district,2018,4,28604,84867917.08908927,18.256606701058075
Nagaland,tuensang district,2018,4,5518,14443409.698866291,16.48574886152103
Nagaland,peren district,2018,4,2071,6712394.6749083325,15.719466475765383
Nagaland,dimapur district,2018,4,68046,202172094.6763664,19.124629851448475
Nagaland,zunheboto district,2018,4,4966,12449027.885359714,16.337153176656813
Nagaland,wokha district,2018,4,4959,8954846.535749527,16.007705567731737
Nagaland,mon district,2019,1,9694,32110056.274005987,17.284679849745388
Nagaland,phek district,2019,1,5062,12361140.846022058,16.330068388091075
Nagaland,longleng district,2019,1,1593,2777167.98784134,14.836942617099115
Nagaland,mokokchung district,2019,1,11808,22421067.66638949,16.925511640234554
Nagaland,kiphire district,2019,1,2103,4550857.60564944,15.33082647766301
Nagaland,kohima district,2019,1,34373,93498426.90985829,18.353455180319255
Nagaland,tuensang district,2019,1,5962,15964521.798527543,16.585879493206843
Nagaland,peren district,2019,1,2689,6473296.665928305,15.683196222246373
Nagaland,dimapur district,2019,1,80741,222202606.82928655,19.219100171506362
Nagaland,zunheboto district,2019,1,8860,16471426.45522037,16.617137768417646
Nagaland,wokha district,2019,1,5694,13111143.37360057,16.388973142060035
Nagaland,mon district,2019,2,10564,30077446.323373545,17.21928619052509
Nagaland,phek district,2019,2,5232,11255799.070045212,16.236394115540186
Nagaland,longleng district,2019,2,1530,3480572.778610671,15.062707717070735
Nagaland,mokokchung district,2019,2,11894,28979287.99164507,17.182091960106046
Nagaland,kiphire district,2019,2,2784,6816990.793895305,15.734928846573522
Nagaland,kohima district,2019,2,35959,102757262.27285326,18.447880097629177
Nagaland,tuensang district,2019,2,6027,16464089.793604637,16.616692251715484
Nagaland,peren district,2019,2,2715,6719423.986701602,15.72051314138311
Nagaland,dimapur district,2019,2,86518,258070892.01001915,19.36874488424963
Nagaland,zunheboto district,2019,2,19752,43001192.88793166,17.57673843810802
Nagaland,wokha district,2019,2,5778,12443724.249822928,16.33672705782816
Nagaland,mon district,2019,3,17134,36965971.955441214,17.425508397618188
Nagaland,phek district,2019,3,8985,20348950.00705442,16.828539920959365
Nagaland,longleng district,2019,3,2839,5855246.426887816,15.582848813196696
Nagaland,mokokchung district,2019,3,17903,35622564.400276825,17.388489854576477
Nagaland,kiphire district,2019,3,4847,7311019.911698776,15.804893481577583
Nagaland,kohima district,2019,3,50183,133224817.54316024,18.707548624113244
Nagaland,tuensang district,2019,3,9274,19613846.131520323,16.791746361058834
Nagaland,peren district,2019,3,4277,8062310.434825074,15.90271085188399
Nagaland,dimapur district,2019,3,117140,307103749.65803885,19.54269619848541
